TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR NAME(S),SECT MAX,SECT ENRL,UG SECT ENRL,UP SECT ENRL,GR SECT ENRL,VS SECT ENRL,VU SECT ENRL,VG SECT ENRL,XLST GROUP,XLST MAX,XLST ENRL,TTL ENRL,TTL SEATS AVAIL,XLST WITH,XLST CRN,XLST LEAD DEPT,HAS_SYLLABUS
fall 2021,School of Social Sciences,Anthropology,ANTH,200,2,13763,INTRO TO STUDY OF LANGUAGE,LEC,3,"Niedzielski, Nancy A.",19,4,4,0,0,0,0,0,A6,19,16,16,3,LING 200 002,13762,Linguistics,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,200,3,13765,INTRO TO STUDY OF LANGUAGE,LEC,3,"Manker, Jonathan",180,34,34,0,0,0,0,0,B1,180,112,112,68,LING 200 003,13764,Linguistics,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,203,1,12779,INTRO BIOLOGICAL ANTHROPOLOGY,LEC,3,"Dominguez Rodrigo, Manuel",50,32,32,0,0,0,0,0,,,,32,18,,,,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,205,1,10804,INTRO TO ARCHAEOLOGY,LEC,3,"Fleisher, Jeffrey B.",49,41,41,0,0,0,0,0,,,,41,8,,,,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,315,1,14237,ZOOARCHAEOLOGY,LL,3,"Prendergast, Mary E.",18,8,8,0,0,0,0,0,1A,20,9,9,11,ANTH 515 001,14167,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,316,1,14633,BLACK DECOLONIAL FEMINISMS,SEM,3,"Estrella, Amarilys",15,8,8,0,0,0,0,0,4Q,30,9,9,21,ANTH 516 001,14626,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,321,1,14743,SOCIAL LIFE OF DNA,SEM,3,"Massie, Victoria M.",15,10,10,0,0,0,0,0,4X,15,11,11,4,ANTH 521 001,14652,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,324,901,10462,DOCUMENTARY PRODUCTION,STU,3,"Huberman, Brian M.",12,3,3,0,0,0,0,0,J1,12,14,14,-2,"FILM 327 901, ARTS 327 901","10391, 10392",*Visual and Dramatic Arts*,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,326,1,14740,"LAW, POWER AND CULTURE",SEM,3,"Moura Fietz, Helena",30,8,8,0,0,0,0,0,4V,30,11,11,19,ANTH 526 001,14742,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,340,1,14575,NEOLIBERALISM & GLOBALIZATION,LEC,3,"Boyer, Dominic C.",40,21,21,0,0,0,0,0,4P,40,22,22,18,ANTH 540 001,14580,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,344,1,12500,CITY/CULTURE,LEC,3,"Gunel, Gokce",15,10,10,0,0,0,0,0,2Y,15,15,15,0,ANTH 544 001,12501,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,354,1,14739,DISABILITY AND GENDERED BODIES,SEM,3,"Moura Fietz, Helena",30,13,13,0,0,0,0,0,36,30,22,22,8,"ANTH 554 001, SWGS 353 001, SWGS 554 001","14741, 14781, 14782",Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,355,1,13646,"SPACE, PLACE, LANDSCAPE",LEC,3,"Morgan, Molly",19,9,9,0,0,0,0,0,0C,19,10,10,9,ANTH 555 001,13647,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,394,1,12784,THE ARCHAEOLOGY OF SLAVERY,SEM,3,"Morgan, Molly",19,7,7,0,0,0,0,0,5Y,19,9,9,10,ANTH 594 001,13333,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,443,1,14246,RACE ETHNICITY AND HEALTH,SEM,3,"Mitchell, Beverly M.",15,14,14,0,0,0,0,0,2M,15,17,17,-2,ANTH 643 001,14247,Anthropology,Y
fall 2021,School of Social Sciences,Anthropology,ANTH,493,1,11939,SENIOR RESEARCH PREPARATION,SEM,1,"Gunel, Gokce",12,12,12,0,0,0,0,0,,,,12,0,,,,Y
fall 2021,School of Social Sciences,Cognitive Sciences,CSCI,102,1,14946,COGSCI STATISTICS LAB,LAB,0,"Irons, Sarah T.",45,1,1,0,0,0,0,0,,,,1,44,,,,N
fall 2021,School of Social Sciences,Cognitive Sciences,CSCI,340,1,13578,METHODS OF COGNITIVE SCIENCE,LEC,3,"Moore, Bartlett D.",16,15,15,0,0,0,0,0,,,,15,1,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,100,1,10708,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,161,161,0,0,0,0,0,,,,161,4,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,100,2,13686,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,153,153,0,0,0,0,0,,,,153,12,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,100,3,13687,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,130,130,0,0,0,0,0,,,,130,35,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,100,4,13688,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,97,97,0,0,0,0,0,,,,97,68,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,203,1,10709,MACROECONOMICS,LEC,3,"Carlton, Amelie B.",75,32,31,0,0,0,1,0,,,,32,43,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,203,2,13690,MACROECONOMICS,LEC,3,"Carlton, Amelie B.",75,24,22,0,0,0,1,1,,,,24,51,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,205,2,14447,INTRODUCTION TO GAME THEORY,LEC,3,"Dudey, Marc P.",50,19,18,0,0,0,1,0,,,,19,31,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,209,1,14186,APPLIED ECONOMETRICS,LL,4,"Brown, Bryan W.",20,8,8,0,0,0,0,0,,,,8,12,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,209,2,14187,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,9,9,0,0,0,0,0,ZC,40,21,21,19,ECON 209 004,14188,Economics,Y
fall 2021,School of Social Sciences,Economics,ECON,209,3,14189,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,19,19,0,0,0,0,0,ZD,40,36,36,4,ECON 209 005,14190,Economics,Y
fall 2021,School of Social Sciences,Economics,ECON,209,4,14188,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,12,11,0,0,0,1,0,ZC,40,21,21,19,ECON 209 002,14187,Economics,Y
fall 2021,School of Social Sciences,Economics,ECON,209,5,14190,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,17,17,0,0,0,0,0,ZD,40,36,36,4,ECON 209 003,14189,Economics,Y
fall 2021,School of Social Sciences,Economics,ECON,210,1,10821,BEHAVIORAL ECONOMICS,LEC,3,"Biavati, Michele",49,42,42,0,0,0,0,0,,,,42,7,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,239,1,10483,LAW AND ECONOMICS,LEC,3,"Warden, David E.",30,26,23,0,0,0,3,0,,,,26,4,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,300,1,11126,"GAME THEORY, MICRO TOPICS/ECON",LEC,3,"Biavati, Michele",49,22,22,0,0,0,0,0,,,,22,27,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,305,1,11130,"GAME THEORY, MICRO TOPICS/MTEC",LEC,3,"Boylan, Richard T.",49,12,12,0,0,0,0,0,,,,12,37,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,307,1,10328,PROBABILITY & STATISTICS,LEC,3,"McGuffey, Elizabeth J.",10,6,6,0,0,0,0,0,H1,140,125,125,15,STAT 310 001,10125,Statistics,Y
fall 2021,School of Social Sciences,Economics,ECON,308,1,10710,MATHEMATICAL ECONOMICS,LL,4,"Bejan, Maria M.",75,12,12,0,0,0,0,0,,,,12,63,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,310,3,11494,ECONOMETRICS,LL,4,"El-Gamal, Mahmoud A.",30,14,14,0,0,0,0,0,E4,30,14,14,16,STAT 376 003,11495,Economics,Y
fall 2021,School of Social Sciences,Economics,ECON,320,1,12770,EVALUATION OF SOCIAL PROGRAMS,LEC,3,"Rezende Cunha, Flavio A.",50,12,12,0,0,0,0,0,,,,12,38,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,422,1,10711,INTERNATIONAL ECON & FINANCE,LEC,3,"Bejan, Maria M.",49,24,22,0,0,0,2,0,,,,24,25,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,435,2,14448,INDUSTRIAL ORGANIZATION,LEC,3,"Dudey, Marc P.",30,3,3,0,0,0,0,0,,,,3,27,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,437,1,10223,ENERGY ECONOMICS,LEC,3,"Medlock, Kenneth B.",50,34,31,0,3,0,0,0,3,75,55,55,20,"ENST 437 001, ECON 601 001","10256, 11361",Economics,Y
fall 2021,School of Social Sciences,Economics,ECON,441,1,13691,EMPIRICAL METHODS FOR IO,LEC,3,"Coughlin, Maura A.",30,4,4,0,0,0,0,0,,,,4,26,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,481,2,14451,HEALTH ECONOMICS,LEC,3,"Ho, Vivian",20,33,33,0,0,0,0,0,,,,33,-13,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,483,1,12771,PUBLIC FINANCE,LEC,3,"Barro, Jorge A.",30,29,29,0,0,0,0,0,,,,29,1,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,485,901,13692,"ECON, CONSERVATION & PANDEMICS",LEC,3,"Loch-Temzelides, Ted P.",30,30,30,0,0,0,0,0,,,,30,0,,,,N
fall 2021,School of Social Sciences,Economics,ECON,497,901,13693,RESEARCH IN ECONOMETRICS,RES,3,"Fox, Jeremy T.",30,3,3,0,0,0,0,0,,,,3,27,,,,Y
fall 2021,School of Social Sciences,Economics,ECON,498,1,10713,HONORS PROGRAM IN ECONOMICS-I,RES,3,"Rezende Cunha, Flavio A.",25,6,6,0,0,0,0,0,,,,6,19,,,,Y
fall 2021,School of Social Sciences,Linguistics,LING,200,2,13762,INTRO TO STUDY OF LANGUAGE,LEC,3,"Niedzielski, Nancy A.",19,12,12,0,0,0,0,0,A6,19,16,16,3,ANTH 200 002,13763,Linguistics,Y
fall 2021,School of Social Sciences,Linguistics,LING,200,3,13764,INTRO TO STUDY OF LANGUAGE,LEC,3,"Manker, Jonathan",180,78,78,0,0,0,0,0,B1,180,112,112,68,ANTH 200 003,13765,Linguistics,Y
fall 2021,School of Social Sciences,Linguistics,LING,205,1,12849,LANGUAGE AND SOCIETY,LEC,3,"McCleary, Bryce E.",60,31,31,0,0,0,0,0,B7,60,40,40,20,SWGS 205 001,12853,Linguistics,Y
fall 2021,School of Social Sciences,Linguistics,LING,300,1,11861,LINGUISTIC ANALYSIS,LEC,3,"Englebretson, Robert E.",40,30,30,0,0,0,0,0,,,,30,10,,,,Y
fall 2021,School of Social Sciences,Linguistics,LING,303,1,13550,LANGUAGE AND GENDER,LEC,3,"McCleary, Bryce E.",19,18,18,0,0,0,0,0,,,,18,1,,,,Y
fall 2021,School of Social Sciences,Linguistics,LING,321,1,13549,LANGUAGE AND LAW,LEC,3,"Niedzielski, Nancy A.",19,10,10,0,0,0,0,0,,,,10,9,,,,Y
fall 2021,School of Social Sciences,Linguistics,LING,401,1,11863,ANALYSIS OF SOUND PATTERNS,LEC,3,"Manker, Jonathan",19,16,16,0,0,0,0,0,,,,16,3,,,,Y
fall 2021,School of Social Sciences,Linguistics,LING,409,1,13766,RESEARCH ON BRAILLE,LEC,3,"Englebretson, Robert E.",19,20,20,0,0,0,0,0,,,,20,-1,,,,Y
fall 2021,School of Social Sciences,Linguistics,LING,419,1,11864,MULTILINGUALISM,LEC,3,"Achard, Michel J.",19,16,16,0,0,0,0,0,,,,16,3,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,102,1,12760,POLI SCI STATISTICS LAB,LAB,0,"Senk, Kaitlin M.",25,15,15,0,0,0,0,0,,,,15,10,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,102,2,12761,POLI SCI STATISTICS LAB,LAB,0,"Senk, Kaitlin M.",25,8,8,0,0,0,0,0,,,,8,17,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,210,1,10015,INTRO TO AMERICAN POLITICS,LEC,3,"Kaslovsky, Jaclyn C.",80,73,73,0,0,0,0,0,,,,73,7,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,211,1,10026,INTRO TO INTERNAT'L RELATIONS,LEC,3,"Fang, Songying",80,73,71,0,0,0,2,0,,,,73,7,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,212,1,10016,INTRO TO COMPARATIVE POLITICS,LEC,3,"Jones, Mark P.",75,44,43,0,0,0,1,0,,,,44,31,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,238,1,14224,RELIGION IN AMERICAN POLITICS,LEC,1 TO 4,"Quezada Llanes, Oscar E.",30,12,12,0,0,0,0,0,,,,12,18,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,250,2,14353,"SEX, MONEY, AND POWER",LEC,3,"Shehabuddin, Rahnuma",19,9,9,0,0,0,0,0,C7,19,14,14,5,"SWGS 250 002, ASIA 251 002","14349, 14352","Stdy of Women, Gender, & Sxlty",Y
fall 2021,School of Social Sciences,Political Science,POLI,260,2,13180,ADVOCATING FOR CHANGE,LEC,3,"Vann, Elizabeth F.",19,13,13,0,0,0,0,0,C4,19,18,18,1,LEAD 260 002,13181,Political Science,Y
fall 2021,School of Social Sciences,Political Science,POLI,325,1,13843,AFRICAN AMERICAN POLITICS,LEC,3,"Hayes, Matthew J.",30,22,22,0,0,0,0,0,,,,22,8,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,338,1,12315,POLICY ANALYSIS,LEC,3,"Treacy, Paul C.",20,15,15,0,0,0,0,0,F4,40,27,27,13,SOSC 301 001,12314,Political Science,Y
fall 2021,School of Social Sciences,Political Science,POLI,339,1,12759,GENDER AND POLITICS,LEC,3,"O'Brien, Diana Z.",30,27,27,0,0,0,0,0,,,,27,3,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,372,1,13844,AMERICAN FOREIGN POLICY,LEC,3,"Valikhanova, Aiganym",30,18,18,0,0,0,0,0,,,,18,12,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,378,1,13845,POLITICS OF AMER NATL SECURITY,LEC,3,"Stoll, Richard J.",30,15,15,0,0,0,0,0,,,,15,15,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,380,1,13846,POLITICAL BEHAVIOR,LEC,3,"Alford, John R.",40,34,34,0,0,0,0,0,,,,34,6,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,395,2,12187,APPLIED RESEARCH METHODS,LL,4,"Dezzani Huff, Connor M.",30,16,16,0,0,0,0,0,,,,16,14,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,461,1,14241,WOMEN AND LEADERSHIP,SEM,3,"O'Brien, Diana Z.",12,12,12,0,0,0,0,0,,,,12,0,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,473,1,12764,THE CRAFT OF INTELLIGENCE,SEM,3,"Stoll, Richard J.",12,13,13,0,0,0,0,0,,,,13,-1,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,480,1,13847,SEM IN POLITICAL BEHAVIOR,SEM,3,"Hayes, Matthew J.",12,3,3,0,0,0,0,0,,,,3,9,,,,Y
fall 2021,School of Social Sciences,Political Science,POLI,481,1,13848,UNDERSTANDING WAR AND PEACE,SEM,3,"Morgan, T C.",12,4,4,0,0,0,0,0,,,,4,8,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,101,1,10101,INTRODUCTION TO PSYCHOLOGY,LEC,3,"Nicolaou, Despina C.",160,150,149,0,0,0,1,0,,,,150,10,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,101,2,10102,INTRODUCTION TO PSYCHOLOGY,LEC,3,"Nicolaou, Despina C.",160,158,158,0,0,0,0,0,,,,158,2,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,101,3,14928,INTRODUCTION TO PSYCHOLOGY,LEC,3,"Nicolaou, Despina C.",120,84,81,0,0,0,0,3,,,,84,36,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,102,1,13169,PSYCHOLOGY STATISTICS LAB,LAB,0,"Irons, Sarah T.",45,41,41,0,0,0,0,0,,,,41,4,,,,N
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,203,3,13414,INTRO TO COGNITIVE PSYCHOLOGY,LEC,3,"Moore, Bartlett D.",82,78,78,0,0,0,0,0,,,,78,4,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,203,901,10374,INTRO TO COGNITIVE PSYCHOLOGY,LEC,3,"Zimmerman, Carissa A.",82,79,79,0,0,0,0,0,,,,79,3,,,,N
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,231,1,12690,INDUS & ORGANIZATIONAL PSYC,LEC,3,"Davenport, Meghan K.",35,31,31,0,0,0,0,0,,,,31,4,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,332,1,13859,ABNORMAL BEHAVIOR,LEC,3,"Fagundes, Christopher P.",50,50,50,0,0,0,0,0,,,,50,0,,,,N
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,333,1,11573,MULTICULTURAL PSYCHOLOGY,LEC,3,"Lesane-Brown, Chase L.",30,27,27,0,0,0,0,0,,,,27,3,,,,N
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,340,2,11647,RESEARCH METHODS - PSYCHOLOGY,LEC,4,"Parsons, Sandra V.",16,17,17,0,0,0,0,0,,,,17,-1,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,351,1,11840,PERCEPTION,LEC,3,"DeLucia, Patricia",45,44,44,0,0,0,0,0,,,,44,1,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,370,1,10275,INTRO TO HUMAN FACTORS & ERGO,LEC,3,"Kortum, Philip T.",35,34,34,0,0,0,0,0,,,,34,1,,,,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,409,1,13860,METHODS HUMAN-COMP INTERACTION,SEM,3,"Kortum, Philip T.",25,16,16,0,0,0,0,0,0O,35,28,28,7,PSYC 609 001,13861,Psychological Sciences,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,430,1,12691,COMP MODELING OF COG PROCESSES,SEM,3,"Fischer-Baum, Simon J.",20,20,20,0,0,0,0,0,,,,20,0,,,,N
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,441,901,12159,HUMAN-COMPUTER INTERACTION,LEC,3,"Acemyan, Claudia Z.",12,12,12,0,0,0,0,0,3M,20,20,20,0,PSYC 541 901,13865,Psychological Sciences,Y
fall 2021,School of Social Sciences,Psychological Sciences,PSYC,455,1,12694,ADV SEM IN CLINICAL PSYCHOLOGY,SEM,3,"Nicolaou, Despina C.",30,31,31,0,0,0,0,0,,,,31,-1,,,,N
fall 2021,School of Social Sciences,Sport Management,SMGT,260,1,12321,INTRO TO SPORT MANAGEMENT,LEC,3,"Crossey, Diane M.",40,46,46,0,0,0,0,0,,,,46,-6,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,260,2,14408,INTRO TO SPORT MANAGEMENT,LEC,3,"Crossey, Diane M.",40,48,47,0,0,0,0,1,,,,48,-8,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,266,1,11052,LEADING WITH SERVICE,LEC,3,"Crossey, Diane M.",19,19,19,0,0,0,0,0,,,,19,0,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,276,1,12664,SPORT MANAGEMENT PRACTICUM,LL,3,"Stallings, Tom",19,17,17,0,0,0,0,0,,,,17,2,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,320,1,13136,BUSINESS OF COLLEGE ATHLETICS,LEC,3,"Rackley, Steven P.",15,22,21,0,0,0,0,1,,,,22,-7,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,350,1,10581,SPORT ETHICS,LEC,3,"Haptonstall, Clark D.",15,15,15,0,0,0,0,0,,,,15,0,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,360,1,11637,SALES & REVENUE GENERATION,LEC,3,"Stallings, Tom",19,19,18,0,0,0,0,1,,,,19,0,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,362,901,11051,SPORT MARKETING,LEC,3,"Haptonstall, Clark D.",30,30,30,0,0,0,0,0,,,,30,0,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,364,1,11056,SPORT LAW,LEC,3,"Ashby, Christopher L.",25,25,25,0,0,0,0,0,,,,25,0,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,366,2,12754,EVENT & VENUE MANAGEMENT,LEC,3,"Rackley, Steven P.",15,18,18,0,0,0,0,0,,,,18,-3,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,431,1,13204,ADVANCED SPORT ANALYTICS,LEC,3,"Gong, Hua",15,13,13,0,0,0,0,0,,,,13,2,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,440,1,13138,SPORT BUSINESS ANALYTICS,SEM,3,"Gong, Hua",15,15,15,0,0,0,0,0,,,,15,0,,,,Y
fall 2021,School of Social Sciences,Sport Management,SMGT,450,1,13137,LEADERSHIP IN SPORT MANAGEMENT,LEC,3,"Rackley, Steven P.",15,9,9,0,0,0,0,0,,,,9,6,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,101,4,11833,INTRODUCTION TO SOCIOLOGY,LEC,3,"Brown, Tony N.",49,47,47,0,0,0,0,0,,,,47,2,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,101,903,10685,INTRODUCTION TO SOCIOLOGY,LEC,3,"Culver, Julian L.",49,47,47,0,0,0,0,0,,,,47,2,,,,N
fall 2021,School of Social Sciences,Sociology,SOCI,102,1,13187,SOCIOLOGY STATISTICS LAB,LAB,0,"Turner, Katharine L.",25,17,17,0,0,0,0,0,,,,17,8,,,,N
fall 2021,School of Social Sciences,Sociology,SOCI,231,1,13954,SOCIAL PROBLEMS,LEC,3,"Jungels, Amanda M.",35,31,31,0,0,0,0,0,,,,31,4,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,301,1,13955,SOCIAL INEQUALITY,LEC,3,"Bryan, Brielle E.",49,38,34,0,0,0,0,4,,,,38,11,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,301,2,13956,SOCIAL INEQUALITY,LEC,3,"Bryan, Brielle E.",49,28,28,0,0,0,0,0,,,,28,21,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,325,1,11834,SOCIOLOGY OF LAW,LEC,3,"Werth, Robert J.",49,45,45,0,0,0,0,0,,,,45,4,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,358,1,14612,"CRIME, PUNISHMENT AND SOCIETY",LEC,3,"Werth, Robert J.",49,18,18,0,0,0,0,0,,,,18,31,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,364,2,12294,MUSLIMS IN AMERICAN SOCIETY,LEC,3,"Considine, Craig M.",49,9,9,0,0,0,0,0,,,,9,40,,,,N
fall 2021,School of Social Sciences,Sociology,SOCI,366,1,13957,HOUSING AND SCHOOLS,SEM,3,"Rhodes, Anna C.",49,26,26,0,0,0,0,0,,,,26,23,,,,Y
fall 2021,School of Social Sciences,Sociology,SOCI,380,3,14417,SOCIAL THEORY,LEC,3,"Chavez, Sergio",35,23,23,0,0,0,0,0,,,,23,12,,,,N
fall 2021,School of Social Sciences,Sociology,SOCI,381,1,11570,RESEARCH METHODS,SEM,3,"Considine, Craig M.",35,18,17,0,0,0,0,1,,,,18,17,,,,N
fall 2021,School of Social Sciences,Sociology,SOCI,389,1,13959,"RACE, GENDER, CLASS IN FILM",SEM,3,"Bratter, Jenifer L.",35,26,26,0,0,0,0,0,,,,26,9,,,,N
fall 2021,School of Social Sciences,Sociology,SOCI,416,1,14420,SOCIAL MOVEMENTS SEMINAR,SEM,3,"Jalili, Jaleh",14,7,7,0,0,0,0,0,5F,14,10,10,4,SOCI 516 001,14425,Sociology,N
fall 2021,School of Social Sciences,Sociology,SOCI,437,1,12304,SOCIOLOGY OF EDUCATION,LEC,3,"Turley, Ruth N.",10,9,9,0,0,0,0,0,1Z,15,11,11,4,SOCI 537 001,12305,Sociology,Y
fall 2021,School of Social Sciences,Social Policy Analysis,SOPA,400,3,14569,SOPA CAPSTONE RESEARCH I,RES,3,"Treacy, Paul C.",35,32,32,0,0,0,0,0,,,,32,3,,,,Y
fall 2021,School of Social Sciences,Social Sciences Division,SOSC,301,1,12314,POLICY ANALYSIS,LEC,3,"Treacy, Paul C.",20,12,12,0,0,0,0,0,F4,40,27,27,13,POLI 338 001,12315,Political Science,Y
fall 2021,School of Social Sciences,Social Sciences Division,SOSC,302,901,11923,SOCIAL SCIENCES STATISTICS,LEC,4,"Zimmerman, Carissa A.",45,40,40,0,0,0,0,0,,,,40,5,,,,N
fall 2021,School of Social Sciences,Social Sciences Division,SOSC,302,902,12203,SOCIAL SCIENCES STATISTICS,LEC,4,"Zimmerman, Carissa A.",45,44,44,0,0,0,0,0,,,,44,1,,,,N
fall 2021,School of Social Sciences,Social Sciences Division,SOSC,464,1,14734,SOCIAL ENTREPRENEURSHIP,SEM,3,"Schuler, Douglas A.",65,3,3,0,0,0,0,0,B9,65,16,16,49,"BUSI 464 001, GLHT 464 001","14654, 14733",Business,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,200,3,12948,INTRO TO STUDY OF LANGUAGE,LEC,3,"Crouch, Caroline Q.",180,21,21,0,0,0,0,0,B1,180,117,117,63,LING 200 003,12947,Linguistics,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,201,1,13893,INTRO TO SOCIAL/CULTURAL ANTH,LEC,3,"Estrella, Amarilys",40,37,36,0,0,0,1,0,,,,37,3,,,,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,203,1,12254,INTRO BIOLOGICAL ANTHROPOLOGY,LEC,3,"Dominguez Rodrigo, Manuel",80,52,51,0,0,0,1,0,,,,52,28,,,,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,205,1,10715,INTRO TO ARCHAEOLOGY,LEC,3,"Fleisher, Jeffrey B.",50,34,32,0,0,0,1,1,,,,34,16,,,,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,317,1,13894,REVOLUTIONS AND UTOPIAS,SEM,3,"Boyer, Dominic C.",50,18,18,0,0,0,0,0,0B,50,20,20,30,ANTH 517 001,13895,Anthropology,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,324,1,10414,DOCUMENTARY PRODUCTION,STU,3,"Huberman, Brian M.",8,1,1,0,0,0,0,0,J1,8,12,12,-4,"FILM 327 001, ARTS 327 001","10357, 10358",*Visual and Dramatic Arts*,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,328,1,14920,VISUAL ANTHROPOLOGY,SEM,3,"Kim, Do Dom",14,5,5,0,0,0,0,0,4Q,20,6,6,14,ANTH 528 001,14916,Anthropology,Y
fall 2022,School of Social Sciences,Anthropology,ANTH,332,1,13896,SOCIAL LIFE OF CLEAN ENERGY,SEM,3,"Boyer, Dominic C.",50,18,18,0,0,0,0,0,29,50,30,30,20,"ANTH 532 001, ENST 332 001","13897, 14329",Anthropology,Y
