TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR NAME(S),SECT MAX,SECT ENRL,UG SECT ENRL,UP SECT ENRL,GR SECT ENRL,VS SECT ENRL,VU SECT ENRL,VG SECT ENRL,XLST GROUP,XLST MAX,XLST ENRL,TTL ENRL,TTL SEATS AVAIL,XLST WITH,XLST CRN,XLST LEAD DEPT,HAS_SYLLABUS
fall 2023,School of Social Sciences,Anthropology,ANTH,381,1,15238,MEDICAL ANTHROPOLOGY,SEM,3,"Massie, Victoria M.",35,34,34,0,0,0,0,0,2N,45,40,40,5,ANTH 581 001,15239,Anthropology,Y
fall 2023,School of Social Sciences,Anthropology,ANTH,392,1,15240,ANCIENT MESOAMERICA,SEM,3,"Morgan, Molly",17,5,5,0,0,0,0,0,3P,19,6,6,13,ANTH 592 001,15560,Anthropology,Y
fall 2023,School of Social Sciences,Anthropology,ANTH,477,1,15526,"BUREAUCRACY, BORDER, BELONGING",SEM,1 TO 4,"Kim, Do Dom",20,4,4,0,0,0,0,0,1Y,20,4,4,16,ANTH 677 001,15527,Anthropology,Y
fall 2023,School of Social Sciences,Anthropology,ANTH,490,7,13916,DIRECTED HONORS RESEARCH,RES,1 TO 3,"Visweswaran, Kamala",1,1,1,0,0,0,0,0,,,,1,0,,,,N
fall 2023,School of Social Sciences,Anthropology,ANTH,493,1,11688,SENIOR RESEARCH PREPARATION,SEM,1,"Prendergast, Mary E.; Parker, Stephanie",12,8,8,0,0,0,0,0,,,,8,4,,,,Y
fall 2023,School of Social Sciences,Cognitive Sciences,CSCI,340,1,12802,METHODS OF COGNITIVE SCIENCE,LEC,3,"Moore, Bartlett D.",16,11,11,0,0,0,0,0,,,,11,5,,,,Y
fall 2023,School of Social Sciences,Cognitive Sciences,CSCI,477,1,16407,THE NEUROSCIENCE OF LANGUAGE,SEM,1 TO 4,"Hayden, Benjamin Y.; Kemmer, Suzanne E.",15,5,5,0,0,0,0,0,,,,5,10,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,100,1,10633,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,155,155,0,0,0,0,0,,,,155,10,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,100,2,12878,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,153,153,0,0,0,0,0,,,,153,12,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,100,3,12879,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,97,97,0,0,0,0,0,,,,97,68,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,100,4,12880,PRINCIPLES OF ECONOMICS,LEC,3,"DeNicco, James P.",165,48,48,0,0,0,0,0,,,,48,117,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,203,1,10634,MACROECONOMICS,LEC,3,"Carlton, Amelie B.",75,27,27,0,0,0,0,0,,,,27,48,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,203,2,12882,MACROECONOMICS,LEC,3,"Carlton, Amelie B.",75,25,24,0,0,0,1,0,,,,25,50,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,205,2,13512,INTRODUCTION TO GAME THEORY,LEC,3,"Dudey, Marc P.",50,12,10,0,0,0,2,0,,,,12,38,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,209,1,13299,APPLIED ECONOMETRICS,LL,4,"Brown, Bryan W.",20,5,5,0,0,0,0,0,,,,5,15,,,,N
fall 2023,School of Social Sciences,Economics,ECON,209,2,13300,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,10,10,0,0,0,0,0,ZC,80,26,26,54,"ECON 209 004, ECON 209 003, ECON 209 005","13301, 13302, 13303",Economics,Y
fall 2023,School of Social Sciences,Economics,ECON,209,3,13302,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,1,1,0,0,0,0,0,ZC,80,26,26,54,"ECON 209 002, ECON 209 004, ECON 209 005","13300, 13301, 13303",Economics,Y
fall 2023,School of Social Sciences,Economics,ECON,209,4,13301,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,8,8,0,0,0,0,0,ZC,80,26,26,54,"ECON 209 002, ECON 209 003, ECON 209 005","13300, 13302, 13303",Economics,Y
fall 2023,School of Social Sciences,Economics,ECON,209,5,13303,APPLIED ECONOMETRICS,LL,4,"Kong, Yunmi",20,7,7,0,0,0,0,0,ZC,80,26,26,54,"ECON 209 002, ECON 209 004, ECON 209 003","13300, 13301, 13302",Economics,Y
fall 2023,School of Social Sciences,Economics,ECON,210,1,10729,BEHAVIORAL ECONOMICS,LEC,3,"Biavati, Michele",49,42,40,0,0,0,2,0,,,,42,7,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,300,1,10992,"GAME THEORY, MICRO TOPICS/ECON",LEC,3,"Biavati, Michele",49,20,19,0,0,0,1,0,,,,20,29,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,305,1,10996,"GAME THEORY, MICRO TOPICS/MTEC",LEC,3,"Boylan, Richard T.",49,7,7,0,0,0,0,0,,,,7,42,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,307,1,10301,PROBABILITY & STATISTICS,LEC,3,"McGuffey, Elizabeth J.",10,10,10,0,0,0,0,0,H1,125,124,124,1,STAT 310 001,10116,Statistics,Y
fall 2023,School of Social Sciences,Economics,ECON,307,2,15376,PROBABILITY & STATISTICS,LEC,3,"Ye, Shengbin",56,7,7,0,0,0,0,0,C9,56,51,51,5,STAT 310 002,15375,Statistics,Y
fall 2023,School of Social Sciences,Economics,ECON,308,1,10635,MATHEMATICAL ECONOMICS,LL,4,"Bejan, Maria M.",75,11,11,0,0,0,0,0,,,,11,64,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,310,3,11309,ECONOMETRICS,LL,4,"El-Gamal, Mahmoud A.",29,14,14,0,0,0,0,0,E4,30,14,14,16,STAT 376 003,11310,Economics,Y
fall 2023,School of Social Sciences,Economics,ECON,422,1,10636,INTERNATIONAL ECON & FINANCE,LEC,3,"Bejan, Maria M.",49,11,11,0,0,0,0,0,,,,11,38,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,435,2,13513,INDUSTRIAL ORGANIZATION,LEC,3,"Dudey, Marc P.",30,3,3,0,0,0,0,0,,,,3,27,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,437,1,10210,ENERGY ECONOMICS,LEC,3,"Medlock, Kenneth B.",50,28,28,0,0,0,0,0,3,75,46,46,29,"ENST 437 001, ECON 601 001","10237, 11201",Economics,Y
fall 2023,School of Social Sciences,Economics,ECON,441,1,12883,EMPIRICAL METHODS FOR IO,LEC,3,"Coughlin, Maura A.",30,6,6,0,0,0,0,0,,,,6,24,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,481,2,13515,HEALTH ECONOMICS,LEC,3,"Ho, Vivian",30,27,27,0,0,0,0,0,,,,27,3,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,483,1,12251,PUBLIC ECONOMICS: TAXATION,LEC,3,"Zodrow, George R.",35,24,24,0,0,0,0,0,,,,24,11,,,,Y
fall 2023,School of Social Sciences,Economics,ECON,485,1,12884,"ECON, CONSERVATION & PANDEMICS",LEC,3,"Loch-Temzelides, Ted P.",30,30,29,0,0,0,1,0,,,,30,0,,,,N
fall 2023,School of Social Sciences,Economics,ECON,497,1,12885,RESEARCH IN ECONOMETRICS,RES,3,"Tang, Xun",30,2,2,0,0,0,0,0,,,,2,28,,,,N
fall 2023,School of Social Sciences,Economics,ECON,498,6,16495,HONORS PROGRAM IN ECONOMICS-I,RES,3,"Back, Kerry E.",1,1,1,0,0,0,0,0,,,,1,0,,,,N
fall 2023,School of Social Sciences,Linguistics,LING,200,3,12947,INTRO TO STUDY OF LANGUAGE,LEC,3,"Crouch, Caroline Q.",180,114,114,0,0,0,0,0,B1,180,141,141,39,ANTH 200 003,12948,Linguistics,Y
fall 2023,School of Social Sciences,Linguistics,LING,205,1,14764,LANGUAGE AND SOCIETY,LEC,3,"McCleary, Bryce E.",50,46,46,0,0,0,0,0,G5,50,50,50,0,SWGS 205 001,14765,Linguistics,Y
fall 2023,School of Social Sciences,Linguistics,LING,216,1,15191,WORDS IN ENGLISH,LEC,3,"Kemmer, Suzanne E.",25,14,14,0,0,0,0,0,,,,14,11,,,,Y
fall 2023,School of Social Sciences,Linguistics,LING,300,1,11624,LINGUISTIC ANALYSIS,LEC,3,"Englebretson, Robert E.",40,20,20,0,0,0,0,0,,,,20,20,,,,Y
fall 2023,School of Social Sciences,Linguistics,LING,303,1,12780,"LANGUAGE, GENDER & SEXUALITY",LEC,3,"McCleary, Bryce E.",25,23,23,0,0,0,0,0,,,,23,2,,,,Y
fall 2023,School of Social Sciences,Linguistics,LING,305,1,15433,HISTORICAL LINGUISTICS,LEC,3,"Crouch, Caroline Q.",19,11,11,0,0,0,0,0,,,,11,8,,,,Y
fall 2023,School of Social Sciences,Linguistics,LING,327,1,15762,RESEARCH ON BRAILLE,LEC,3,"Englebretson, Robert E.",19,10,10,0,0,0,0,0,,,,10,9,,,,Y
fall 2023,School of Social Sciences,Linguistics,LING,336,1,15499,INTRO TO INDO-EUROPEAN,LEC,3,"Somerville, Ted",19,6,6,0,0,0,0,0,C5,25,9,9,16,CLAS 336 001,15342,Modrn & Classicl Lit & Culture,Y
fall 2023,School of Social Sciences,Linguistics,LING,397,1,14030,SPEECH AND HEARING SCIENCE,LEC,3,"Niedzielski, Nancy A.",19,6,6,0,0,0,0,0,,,,6,13,,,,Y
fall 2023,School of Social Sciences,Linguistics,LING,401,1,11625,ANALYSIS OF SOUND PATTERNS,LEC,3,"Crouch, Caroline Q.",19,12,12,0,0,0,0,0,,,,12,7,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,102,1,12247,POLI SCI STATISTICS LAB,LAB,0,"Joyce, Conner B.",25,11,11,0,0,0,0,0,,,,11,14,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,102,2,12248,POLI SCI STATISTICS LAB,LAB,0,"Joyce, Conner B.",25,22,22,0,0,0,0,0,,,,22,3,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,210,1,10013,INTRO TO AMERICAN POLITICS,LEC,3,"Kaslovsky, Jaclyn C.",20,10,10,0,0,0,0,0,EA,60,48,48,12,"POLI 210 002, POLI 210 003","14159, 14160",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,210,2,14159,INTRO TO AMERICAN POLITICS,LEC,3,"Kaslovsky, Jaclyn C.",20,17,17,0,0,0,0,0,EA,60,48,48,12,"POLI 210 001, POLI 210 003","10013, 14160",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,210,3,14160,INTRO TO AMERICAN POLITICS,LEC,3,"Kaslovsky, Jaclyn C.",20,21,21,0,0,0,0,0,EA,60,48,48,12,"POLI 210 001, POLI 210 002","10013, 14159",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,211,1,10024,INTRO TO INTERNAT'L RELATIONS,LEC,3,"Stoll, Richard J.",20,9,9,0,0,0,0,0,FA,80,41,41,39,"POLI 211 002, POLI 211 003, POLI 211 004","14162, 14163, 14164",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,211,2,14162,INTRO TO INTERNAT'L RELATIONS,LEC,3,"Stoll, Richard J.",20,8,8,0,0,0,0,0,FA,80,41,41,39,"POLI 211 001, POLI 211 003, POLI 211 004","10024, 14163, 14164",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,211,3,14163,INTRO TO INTERNAT'L RELATIONS,LEC,3,"Stoll, Richard J.",20,14,14,0,0,0,0,0,FA,80,41,41,39,"POLI 211 001, POLI 211 002, POLI 211 004","10024, 14162, 14164",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,211,4,14164,INTRO TO INTERNAT'L RELATIONS,LEC,3,"Stoll, Richard J.",20,10,10,0,0,0,0,0,FA,80,41,41,39,"POLI 211 001, POLI 211 002, POLI 211 003","10024, 14162, 14163",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,212,1,10014,INTRO TO COMPARATIVE POLITICS,LEC,3,"Jones, Mark P.",25,2,2,0,0,0,0,0,GA,75,41,41,34,"POLI 212 002, POLI 212 003","14165, 14166",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,212,2,14165,INTRO TO COMPARATIVE POLITICS,LEC,3,"Jones, Mark P.",25,20,20,0,0,0,0,0,GA,75,41,41,34,"POLI 212 001, POLI 212 003","10014, 14166",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,212,3,14166,INTRO TO COMPARATIVE POLITICS,LEC,3,"Jones, Mark P.",25,19,18,0,0,0,1,0,GA,75,41,41,34,"POLI 212 001, POLI 212 002","10014, 14165",Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,260,3,14719,ADVOCATING FOR CHANGE,LEC,3,"Vann, Elizabeth F.",17,17,17,0,0,0,0,0,E9,19,17,17,2,LEAD 260 003,14720,Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,321,1,14762,"AMER CONST. LAW:STRUCTRS, PWRS",LEC,3,"Cozza, Joseph",30,27,26,0,0,0,1,0,,,,27,3,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,326,1,15590,RELIGION AND DEMOCRACY,LEC,3,"Leebron, David W.",32,27,27,0,0,0,0,0,,,,27,5,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,338,2,16217,POLICY ANALYSIS,LEC,3,"Pugh, Alex K.",30,8,8,0,0,0,0,0,F9,30,8,8,22,SOSC 301 002,16218,Political Science,Y
fall 2023,School of Social Sciences,Political Science,POLI,339,1,16174,GENDER AND POLITICS,LEC,3,"Armstrong, Brenna",30,7,7,0,0,0,0,0,,,,7,23,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,341,1,15589,RACE AND THE LAW IN THE U.S.,LEC,3,"Leebron, David W.",40,38,38,0,0,0,0,0,,,,38,2,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,354,1,15360,LATIN AMERICAN POLITICS,LEC,3,"Guajardo, Gustavo A.",30,13,13,0,0,0,0,0,,,,13,17,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,359,1,14807,WORLD CONSTITUTIONS,LEC,3,"Cozza, Joseph",30,29,29,0,0,0,0,0,,,,29,1,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,371,1,15361,CIVIL WARS,LEC,3,"Zubiria Fuentes, Gladys J.",31,27,27,0,0,0,0,0,,,,27,4,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,372,1,13023,AMERICAN FOREIGN POLICY,LEC,3,"Morgan, T C.",30,16,15,0,0,0,1,0,,,,16,14,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,395,2,11884,APPLIED RESEARCH METHODS,LL,4,"Tyler, Matthew",30,18,18,0,0,0,0,0,,,,18,12,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,416,1,16221,SURVEY RSRCH AMERICAN POLITICS,SEM,3,"Stein, Robert M.",12,6,6,0,0,0,0,0,,,,6,6,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,429,1,15672,BIOLOGICAL FOUNDATIONS OF POLI,SEM,3,"Alford, John R.",13,13,13,0,0,0,0,0,,,,13,0,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,457,1,15670,CONDITIONS OF DEMOCRACY,SEM,3,"Jones, Mark P.",12,13,13,0,0,0,0,0,,,,13,-1,,,,Y
fall 2023,School of Social Sciences,Political Science,POLI,473,1,12249,THE CRAFT OF INTELLIGENCE,SEM,3,"Stoll, Richard J.",12,7,7,0,0,0,0,0,,,,7,5,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,101,1,10092,INTRODUCTION TO PSYCHOLOGY,LEC,3,"Adams, Louretha",120,57,57,0,0,0,0,0,,,,57,63,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,101,2,10093,INTRODUCTION TO PSYCHOLOGY,LEC,3,"Nicolaou, Despina C.",120,125,123,0,0,0,0,2,,,,125,-5,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,101,3,13804,INTRODUCTION TO PSYCHOLOGY,LEC,3,"Nicolaou, Despina C.",120,122,122,0,0,0,0,0,,,,122,-2,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,101,4,16344,INTRODUCTION TO PSYCHOLOGY,LEC,3,"Hooge, Kimberley",120,43,42,0,0,0,0,1,,,,43,77,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,102,2,16321,PSYCHOLOGY STATISTICS LAB,LAB,0,"Courey, Karyssa A.",50,45,45,0,0,0,0,0,,,,45,5,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,202,2,11115,INTRO TO SOCIAL PSYCHOLOGY,LEC,3,"Hebl, Michelle R.",80,38,38,0,0,0,0,0,,,,38,42,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,203,1,10340,INTRO TO COGNITIVE PSYCHOLOGY,LEC,3,"Moore, Bartlett D.",82,77,77,0,0,0,0,0,,,,77,5,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,203,2,10543,INTRO TO COGNITIVE PSYCHOLOGY,LEC,3,"Westmoreland, Kirsten",82,66,66,0,0,0,0,0,,,,66,16,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,203,3,12695,INTRO TO COGNITIVE PSYCHOLOGY,LEC,3,"Adams, Louretha",82,67,66,0,0,0,0,1,,,,67,15,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,203,4,16353,INTRO TO COGNITIVE PSYCHOLOGY,LEC,3,"Maynard, Mark",80,34,34,0,0,0,0,0,,,,34,46,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,231,3,15211,INDUS & ORGANIZATIONAL PSYC,LEC,3,"Phetmisy, Cassandra",45,46,46,0,0,0,0,0,,,,46,-1,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,308,1,15563,MEMORY,LEC,3,"Leal, Stephanie",50,38,38,0,0,0,0,0,,,,38,12,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,321,1,11371,DEVELOPMENTAL PSYCHOLOGY,LEC,3,"Nicolaou, Despina C.",40,39,39,0,0,0,0,0,,,,39,1,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,321,2,16349,DEVELOPMENTAL PSYCHOLOGY,LEC,3,"Maynard, Mark",40,16,16,0,0,0,0,0,,,,16,24,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,330,2,15212,PERSONALITY THEORY & RESEARCH,LEC,3,"Westmoreland, Kirsten",40,9,9,0,0,0,0,0,,,,9,31,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,332,1,15564,PSYCHOPATHOLOGY,LEC,3,"Garcini, Luz M.",45,46,45,0,0,0,0,1,,,,46,-1,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,340,1,10094,RESEARCH METHODS - PSYCHOLOGY,LEC,4,"Adams, Louretha",16,12,12,0,0,0,0,0,,,,12,4,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,340,3,16347,RESEARCH METHODS - PSYCHOLOGY,LEC,4,"Hooge, Kimberley",16,8,8,0,0,0,0,0,,,,8,8,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,351,1,11607,PERCEPTION,LEC,3,"DeLucia, Patricia",45,36,36,0,0,0,0,0,,,,36,9,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,353,1,15598,PSYC OF EMOTION & MOTIVATION,LEC,3,"Westmoreland, Kirsten",45,37,37,0,0,0,0,0,,,,37,8,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,362,2,16350,COGNITIVE NEUROSCIENCE,LEC,3,"Maynard, Mark",36,6,6,0,0,0,0,0,K2,36,21,21,15,NEUR 362 002,16352,Psychological Sciences,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,370,1,10255,INTRO TO HUMAN FACTORS & ERGO,LEC,3,"Kortum, Philip T.",35,35,34,0,0,0,0,1,,,,35,0,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,375,1,15214,NEUROPSYC OF LANGUAGE/MEMORY,LEC,3,"Martin, Randi C.",20,18,18,0,0,0,0,0,,,,18,2,,,,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,409,1,15215,METHODS HUMAN-COMP INTERACTION,SEM,3,"Kortum, Philip T.",25,20,20,0,0,0,0,0,0X,40,36,36,4,PSYC 609 001,15219,Psychological Sciences,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,430,1,15612,COMP MODELING OF COG PROCESSES,SEM,3,"Moore, Bartlett D.",10,25,25,0,0,0,0,0,1M,20,25,25,-5,PSYC 543 001,15600,Psychological Sciences,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,461,1,15599,DECISION MAKING/PROB SOLVING,SEM,3,"Byrne, Michael D.",13,6,6,0,0,0,0,0,1J,20,19,19,1,PSYC 527 001,15218,Psychological Sciences,Y
fall 2023,School of Social Sciences,Psychological Sciences,PSYC,467,1,15580,HUMAN FACTORS IN CYBERSECURITY,LEC,3,"Chen, Jing",35,1,1,0,0,0,0,0,3U,35,10,10,25,PSYC 667 001,15641,Psychological Sciences,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,260,1,11988,INTRO TO SPORT MANAGEMENT,LEC,3,"Crossey, Diane M.",40,53,52,0,0,0,1,0,,,,53,-13,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,260,2,14110,INTRO TO SPORT MANAGEMENT,LEC,3,"Crossey, Diane M.",40,42,42,0,0,0,0,0,,,,42,-2,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,266,1,14787,LEADING WITH SERVICE,LEC,3,"Crossey, Diane M.",10,18,18,0,0,0,0,0,,,,18,-8,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,276,1,12199,SPORT MANAGEMENT PRACTICUM,LL,3,"Stallings, Tom",10,24,24,0,0,0,0,0,,,,24,-14,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,320,1,12540,BUSINESS OF COLLEGE ATHLETICS,LEC,3,"Rackley, Steven P.",19,19,18,0,0,0,0,1,,,,19,0,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,350,1,10516,SPORT ETHICS,LEC,3,"Haptonstall, Clark D.",18,17,17,0,0,0,0,0,,,,17,1,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,360,1,15422,SALES & REVENUE GENERATION,LEC,3,"Stallings, Tom",19,19,19,0,0,0,0,0,,,,19,0,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,362,901,10931,SPORT MARKETING,LEC,3,"Haptonstall, Clark D.",10,17,17,0,0,0,0,0,,,,17,-7,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,364,1,15423,SPORT LAW,LEC,3,"Wilka, Stephanie",19,12,12,0,0,0,0,0,,,,12,7,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,366,1,12244,EVENT & VENUE MANAGEMENT,LEC,3,"Rackley, Steven P.",10,20,20,0,0,0,0,0,,,,20,-10,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,432,1,15547,SOCCER ANALYTICS,LEC,3,"Powers, Scott S.",15,13,13,0,0,0,0,0,,,,13,2,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,440,3,15821,SPORT BUSINESS ANALYTICS,SEM,3,"Gong, Hua",19,15,14,0,0,0,1,0,,,,15,4,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,440,4,15820,SPORT BUSINESS ANALYTICS,SEM,3,"Gong, Hua",19,11,11,0,0,0,0,0,,,,11,8,,,,Y
fall 2023,School of Social Sciences,Sport Management,SMGT,450,1,12541,LEADERSHIP IN SPORT MANAGEMENT,LEC,3,"Rackley, Steven P.",19,12,12,0,0,0,0,0,,,,12,7,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,101,1,10613,INTRODUCTION TO SOCIOLOGY,LEC,3,"Evans, Shani A.",60,36,36,0,0,0,0,0,,,,36,24,,,,N
fall 2023,School of Social Sciences,Sociology,SOCI,101,2,14730,INTRODUCTION TO SOCIOLOGY,LEC,3,"Helmuth, Allison S.",49,48,48,0,0,0,0,0,,,,48,1,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,102,1,12568,SOCIOLOGY STATISTICS LAB,LAB,0,"Harvey, Lauren",25,24,24,0,0,0,0,0,,,,24,1,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,231,1,15434,SOCIAL PROBLEMS,LEC,3,"Zhang, Xiaorui",25,21,21,0,0,0,0,0,,,,21,4,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,301,1,15435,SOCIAL INEQUALITY,LEC,3,"Kim, Min Ju",25,17,17,0,0,0,0,0,,,,17,8,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,307,1,14353,INTERSECTIONALITY,SEM,3,"Evans, Shani A.",49,14,14,0,0,0,0,0,,,,14,35,,,,N
fall 2023,School of Social Sciences,Sociology,SOCI,309,1,14096,RACE & ETHNIC RELATIONS,LEC,3,"Considine, Craig M.",49,17,17,0,0,0,0,0,,,,17,32,,,,N
fall 2023,School of Social Sciences,Sociology,SOCI,325,1,14731,SOCIOLOGY OF LAW,LEC,3,"Conerly, Tonja R.",49,44,44,0,0,0,0,0,,,,44,5,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,358,1,14732,"CRIME, PUNISHMENT AND SOCIETY",LEC,3,"Conerly, Tonja R.",49,33,33,0,0,0,0,0,,,,33,16,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,366,1,13127,HOUSING AND SCHOOLS,SEM,3,"Rhodes, Anna C.",49,15,15,0,0,0,0,0,,,,15,34,,,,Y
fall 2023,School of Social Sciences,Sociology,SOCI,380,3,13495,SOCIAL THEORY,LEC,3,"Chavez, Sergio",35,28,27,0,0,0,0,1,,,,28,7,,,,N
fall 2023,School of Social Sciences,Sociology,SOCI,381,1,11370,RESEARCH METHODS,SEM,3,"Considine, Craig M.",49,28,28,0,0,0,0,0,,,,28,21,,,,N
fall 2023,School of Social Sciences,Sociology,SOCI,409,1,15395,SOCIAL STRATIFICATION,SEM,3,"Fiel, Jeremy E.",19,4,4,0,0,0,0,0,5Q,19,9,9,10,SOCI 509 001,15396,Sociology,Y
fall 2023,School of Social Sciences,Sociology,SOCI,411,1,15809,COMMUNITY AND URBAN SOCIOLOGY,SEM,3,"Jalili, Jaleh",10,3,3,0,0,0,0,0,5P,19,11,11,8,SOCI 511 001,15767,Sociology,N
fall 2023,School of Social Sciences,Sociology,SOCI,426,1,15397,CONTEMPORARY THEORY,SEM,3,"Chavez, Sergio",19,4,4,0,0,0,0,0,3D,19,15,15,4,SOCI 526 001,15402,Sociology,N
fall 2023,School of Social Sciences,Sociology,SOCI,451,1,15398,IMMIGRATION,SEM,3,"Diaz, Christina J.",19,3,3,0,0,0,0,0,5R,19,5,5,14,SOCI 551 001,15399,Sociology,Y
fall 2023,School of Social Sciences,Sociology,SOCI,459,1,15400,RELIGION AND PUBLIC LIFE,SEM,3,"Ecklund, Elaine H.",19,2,2,0,0,0,0,0,6C,19,4,4,15,SOCI 559 001,15401,Sociology,N
fall 2023,School of Social Sciences,Social Policy Analysis,SOPA,200,2,11870,APPROACHES TO SOCIAL POLICY,LEC,3,"Vann, Elizabeth F.",35,31,31,0,0,0,0,0,,,,31,4,,,,Y
