TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR NAME(S),SECT MAX,SECT ENRL,UG SECT ENRL,UP SECT ENRL,GR SECT ENRL,VS SECT ENRL,VU SECT ENRL,VG SECT ENRL,XLST GROUP,XLST MAX,XLST ENRL,TTL ENRL,TTL SEATS AVAIL,XLST WITH,XLST CRN,XLST LEAD DEPT,HAS_SYLLABUS
fall 2022,School of Business,Business,BUSI,395,3,14391,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,17,17,0,0,0,0,0,MM,80,72,72,8,"BUSI 395 002, BUSI 395 001, BUSI 395 004","14344, 14345, 14892",Business,Y
fall 2022,School of Business,Business,BUSI,395,4,14892,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,17,17,0,0,0,0,0,MM,80,72,72,8,"BUSI 395 002, BUSI 395 001, BUSI 395 003","14344, 14345, 14391",Business,Y
fall 2023,School of Business,Business,BUSI,395,1,14345,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",25,21,21,0,0,0,0,0,MM,65,56,56,9,"BUSI 395 002, BUSI 395 003","14344, 14391",Business,Y
fall 2023,School of Business,Business,BUSI,395,2,14344,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,17,17,0,0,0,0,0,MM,65,56,56,9,"BUSI 395 001, BUSI 395 003","14345, 14391",Business,Y
fall 2023,School of Business,Business,BUSI,395,3,14391,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,18,18,0,0,0,0,0,MM,65,56,56,9,"BUSI 395 002, BUSI 395 001","14344, 14345",Business,Y
fall 2024,School of Business,Business,BUSI,395,1,14345,DATA ANALYTICS,LL,4,"Liu, Yueyang",22,22,22,0,0,0,0,0,MM,65,63,63,2,"BUSI 395 002, BUSI 395 003","14344, 14391",Business,Y
fall 2024,School of Business,Business,BUSI,395,2,14344,DATA ANALYTICS,LL,4,"Liu, Yueyang",22,23,23,0,0,0,0,0,MM,65,63,63,2,"BUSI 395 001, BUSI 395 003","14345, 14391",Business,Y
fall 2024,School of Business,Business,BUSI,395,3,14391,DATA ANALYTICS,LL,4,"Liu, Yueyang",22,18,18,0,0,0,0,0,MM,65,63,63,2,"BUSI 395 002, BUSI 395 001","14344, 14345",Business,Y
fall 2024,School of Business,Business,BUSI,395,4,17040,DATA ANALYTICS,LL,4,"Liu, Yueyang",22,20,20,0,0,0,0,0,NN,65,44,44,21,"BUSI 395 005, BUSI 395 006","17041, 17042",Business,Y
fall 2024,School of Business,Business,BUSI,395,5,17041,DATA ANALYTICS,LL,4,"Liu, Yueyang",22,16,16,0,0,0,0,0,NN,65,44,44,21,"BUSI 395 004, BUSI 395 006","17040, 17042",Business,Y
fall 2024,School of Business,Business,BUSI,395,6,17042,DATA ANALYTICS,LL,4,"Liu, Yueyang",22,8,8,0,0,0,0,0,NN,65,44,44,21,"BUSI 395 004, BUSI 395 005","17040, 17041",Business,Y
fall 2025,School of Business,Business,BUSI,395,1,12705,DATA ANALYTICS,LL,4,"Liu, Yueyang",33,17,16,0,0,0,1,0,MM,65,25,25,40,BUSI 395 002,12704,Business,Y
fall 2025,School of Business,Business,BUSI,395,2,12704,DATA ANALYTICS,LL,4,"Liu, Yueyang",32,8,8,0,0,0,0,0,MM,65,25,25,40,BUSI 395 001,12705,Business,Y
fall 2025,School of Business,Business,BUSI,395,4,13939,DATA ANALYTICS,LL,4,"Liu, Yueyang",33,27,27,0,0,0,0,0,NN,65,39,39,26,BUSI 395 005,13940,Business,Y
fall 2025,School of Business,Business,BUSI,395,5,13940,DATA ANALYTICS,LL,4,"Liu, Yueyang",32,12,12,0,0,0,0,0,NN,65,39,39,26,BUSI 395 004,13939,Business,Y
spring 2023,School of Business,Business,BUSI,395,1,24387,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,13,13,0,0,0,0,0,BA,60,31,31,29,"BUSI 395 002, BUSI 395 003","24388, 24389",Business,Y
spring 2023,School of Business,Business,BUSI,395,2,24388,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,18,18,0,0,0,0,0,BA,60,31,31,29,"BUSI 395 001, BUSI 395 003","24387, 24389",Business,Y
spring 2023,School of Business,Business,BUSI,395,3,24389,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,,,,,,,,BA,60,31,31,29,"BUSI 395 001, BUSI 395 002","24387, 24388",Business,Y
spring 2023,School of Business,Business,BUSI,395,4,24390,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,18,18,0,0,0,0,0,BB,60,33,33,27,"BUSI 395 005, BUSI 395 006","24391, 24392",Business,Y
spring 2023,School of Business,Business,BUSI,395,5,24391,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,9,9,0,0,0,0,0,BB,60,33,33,27,"BUSI 395 004, BUSI 395 006","24390, 24392",Business,Y
spring 2023,School of Business,Business,BUSI,395,6,24392,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,6,6,0,0,0,0,0,BB,60,33,33,27,"BUSI 395 004, BUSI 395 005","24390, 24391",Business,Y
spring 2024,School of Business,Business,BUSI,395,1,24387,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",20,19,19,0,0,0,0,0,BA,65,63,63,2,"BUSI 395 002, BUSI 395 003, BUSI 395 005","24388, 24389, 24391",Business,Y
spring 2024,School of Business,Business,BUSI,395,2,24388,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",19,19,19,0,0,0,0,0,BA,65,63,63,2,"BUSI 395 001, BUSI 395 003, BUSI 395 005","24387, 24389, 24391",Business,Y
spring 2024,School of Business,Business,BUSI,395,3,24389,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",13,13,13,0,0,0,0,0,BA,65,63,63,2,"BUSI 395 001, BUSI 395 002, BUSI 395 005","24387, 24388, 24391",Business,Y
spring 2024,School of Business,Business,BUSI,395,5,24391,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",13,12,12,0,0,0,0,0,BA,65,63,63,2,"BUSI 395 001, BUSI 395 002, BUSI 395 003","24387, 24388, 24389",Business,Y
spring 2025,School of Business,Business,BUSI,395,1,24387,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",35,7,7,0,0,0,0,0,BA,65,21,21,44,BUSI 395 002,24388,Business,Y
spring 2025,School of Business,Business,BUSI,395,2,24388,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",35,14,13,0,0,0,0,1,BA,65,21,21,44,BUSI 395 001,24387,Business,Y
spring 2025,School of Business,Business,BUSI,395,3,24389,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",35,34,34,0,0,0,0,0,BB,65,64,64,1,BUSI 395 004,24391,Business,Y
spring 2025,School of Business,Business,BUSI,395,4,24391,DATA ANALYTICS,LL,4,"Hamidieh, Kamal",35,30,30,0,0,0,0,0,BB,65,64,64,1,BUSI 395 003,24389,Business,Y
fall 2024,School of Business,Business,BUSI,396,1,17058,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",65,38,37,0,0,0,0,1,AF,65,51,51,14,BUSI 396 003,17061,Business,Y
fall 2024,School of Business,Business,BUSI,396,2,17059,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",65,55,55,0,0,0,0,0,AG,65,63,63,2,BUSI 396 004,17062,Business,Y
fall 2024,School of Business,Business,BUSI,396,3,17061,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",25,13,13,0,0,0,0,0,AF,65,51,51,14,BUSI 396 001,17058,Business,Y
fall 2024,School of Business,Business,BUSI,396,4,17062,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",5,8,8,0,0,0,0,0,AG,65,63,63,2,BUSI 396 002,17059,Business,Y
fall 2025,School of Business,Business,BUSI,396,1,13953,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",65,42,42,0,0,0,0,0,AF,65,58,58,7,BUSI 396 003,13956,Business,Y
fall 2025,School of Business,Business,BUSI,396,2,13954,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",65,45,45,0,0,0,0,0,AG,65,62,62,3,BUSI 396 004,13957,Business,Y
fall 2025,School of Business,Business,BUSI,396,3,13956,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",30,16,16,0,0,0,0,0,AF,65,58,58,7,BUSI 396 001,13953,Business,Y
fall 2025,School of Business,Business,BUSI,396,4,13957,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",30,17,17,0,0,0,0,0,AG,65,62,62,3,BUSI 396 002,13954,Business,Y
spring 2025,School of Business,Business,BUSI,396,1,26817,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",65,24,23,0,1,0,0,0,,,,24,41,,,,Y
spring 2025,School of Business,Business,BUSI,396,2,26818,BUSINESS COMMUNICATION,LEC,3,"Russell, Jeffrey",65,66,66,0,0,0,0,0,,,,66,-1,,,,Y
fall 2022,School of Business,Business,BUSI,401,1,14303,FINANCIAL STATEMENT ANALYSIS,LL,4,"Akins, Brian K.",20,8,7,0,0,0,0,1,MN,40,23,23,17,BUSI 401 002,14304,Business,Y
fall 2022,School of Business,Business,BUSI,401,2,14304,FINANCIAL STATEMENT ANALYSIS,LL,4,"Akins, Brian K.",20,15,15,0,0,0,0,0,MN,40,23,23,17,BUSI 401 001,14303,Business,Y
fall 2023,School of Business,Business,BUSI,401,1,14303,FINANCIAL STATEMENT ANALYSIS,LEC,3,"Rountree, Brian R.",65,62,62,0,0,0,0,0,,,,62,3,,,,Y
fall 2024,School of Business,Business,BUSI,401,1,14303,FINANCIAL STATEMENT ANALYSIS,LEC,3,"Rountree, Brian R.",65,54,53,0,0,0,1,0,,,,54,11,,,,Y
fall 2024,School of Business,Business,BUSI,401,2,17036,FINANCIAL STATEMENT ANALYSIS,LEC,3,"Rountree, Brian R.",65,65,65,0,0,0,0,0,,,,65,0,,,,Y
fall 2025,School of Business,Business,BUSI,401,1,12702,FINANCIAL STATEMENT ANALYSIS,LEC,3,"Rountree, Brian R.",65,62,61,0,0,0,1,0,,,,62,3,,,,Y
fall 2025,School of Business,Business,BUSI,401,2,13935,FINANCIAL STATEMENT ANALYSIS,LEC,3,"Rountree, Brian R.",65,65,65,0,0,0,0,0,,,,65,0,,,,Y
spring 2022,School of Business,Business,BUSI,405,1,20647,ISSUES IN FINANCIAL REPORTNG I,LEC,3,"Lansford, Benjamin N.",36,11,10,0,0,0,0,1,,,,11,25,,,,Y
spring 2023,School of Business,Business,BUSI,405,1,20493,ISSUES IN FINANCIAL REPORTNG I,LEC,3,"Lansford, Benjamin N.",45,7,6,0,0,0,0,1,,,,7,38,,,,Y
spring 2024,School of Business,Business,BUSI,405,1,20493,ISSUES IN FINANCIAL REPORTNG I,LEC,3,"Lansford, Benjamin N.",65,15,15,0,0,0,0,0,,,,15,50,,,,Y
spring 2025,School of Business,Business,BUSI,405,1,20493,ISSUES IN FINANCIAL REPORTNG I,LEC,3,"Lansford, Benjamin N.",65,16,16,0,0,0,0,0,,,,16,49,,,,Y
fall 2022,School of Business,Business,BUSI,420,1,14301,LEADERSHIP AND TEAMS,LL,4,"Miles, Jonathan E.",20,19,19,0,0,0,0,0,MO,40,38,38,2,BUSI 420 002,14346,Business,Y
fall 2022,School of Business,Business,BUSI,420,2,14346,LEADERSHIP AND TEAMS,LL,4,"Miles, Jonathan E.",20,19,19,0,0,0,0,0,MO,40,38,38,2,BUSI 420 001,14301,Business,Y
fall 2023,School of Business,Business,BUSI,420,1,14301,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",65,65,65,0,0,0,0,0,,,,65,0,,,,Y
fall 2024,School of Business,Business,BUSI,420,1,14301,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",65,34,34,0,0,0,0,0,AE,65,56,56,9,BUSI 420 002,17060,Business,Y
fall 2024,School of Business,Business,BUSI,420,2,17060,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",65,22,22,0,0,0,0,0,AE,65,56,56,9,BUSI 420 001,14301,Business,Y
fall 2025,School of Business,Business,BUSI,420,1,12701,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",65,26,26,0,0,0,0,0,AE,65,34,34,31,BUSI 420 002,13955,Business,N
fall 2025,School of Business,Business,BUSI,420,2,13955,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",30,8,8,0,0,0,0,0,AE,65,34,34,31,BUSI 420 001,12701,Business,N
spring 2024,School of Business,Business,BUSI,420,1,25587,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",65,39,39,0,0,0,0,0,AG,65,65,65,0,BUSI 420 002,25594,Business,Y
spring 2024,School of Business,Business,BUSI,420,2,25594,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",30,26,26,0,0,0,0,0,AG,65,65,65,0,BUSI 420 001,25587,Business,Y
spring 2025,School of Business,Business,BUSI,420,1,25587,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",65,29,29,0,0,0,0,0,AG,65,55,55,10,BUSI 420 002,25594,Business,Y
spring 2025,School of Business,Business,BUSI,420,2,25594,LEADERSHIP AND TEAMS,LEC,3,"Miles, Jonathan E.",42,26,25,0,0,0,0,1,AG,65,55,55,10,BUSI 420 001,25587,Business,Y
fall 2021,School of Business,Business,BUSI,421,1,14405,"POWER, INFLUENCE & ORG CHANGE",LEC,3,"Yu, Siyu",36,26,26,0,0,0,0,0,,,,26,10,,,,Y
fall 2022,School of Business,Business,BUSI,421,1,13486,"POWER, INFLUENCE & ORG CHANGE",LEC,3,"Yu, Siyu",65,48,48,0,0,0,0,0,,,,48,17,,,,Y
spring 2024,School of Business,Business,BUSI,421,1,25566,"POWER, INFLUENCE & ORG CHANGE",LEC,3,"Miles, Jonathan E.",65,61,61,0,0,0,0,0,,,,61,4,,,,Y
spring 2025,School of Business,Business,BUSI,421,1,25566,"POWER, INFLUENCE & ORG CHANGE",LEC,3,"Miles, Jonathan E.",65,51,51,0,0,0,0,0,,,,51,14,,,,Y
fall 2025,School of Business,Business,BUSI,422,1,15077,NEGOTIATIONS & DECISION MAKING,LEC,3,"Wisneski, John",65,52,52,0,0,0,0,0,,,,52,13,,,,Y
spring 2025,School of Business,Business,BUSI,422,1,26819,NEGOTIATIONS & DECISION MAKING,LEC,3,"Wisneski, John",65,64,64,0,0,0,0,0,,,,64,1,,,,Y
fall 2025,School of Business,Business,BUSI,423,1,15117,EMOTIONAL INTELLIGENCE,LEC,3,"Wisneski, John",65,14,14,0,0,0,0,0,,,,14,51,,,,Y
fall 2023,School of Business,Business,BUSI,430,1,15535,MANAGEMENT ACCOUNTING,LEC,3,"Lansford, Benjamin N.",65,61,61,0,0,0,0,0,,,,61,4,,,,Y
fall 2024,School of Business,Business,BUSI,430,1,15535,MANAGEMENT ACCOUNTING,LEC,3,"Lansford, Benjamin N.",65,64,64,0,0,0,0,0,,,,64,1,,,,Y
fall 2025,School of Business,Business,BUSI,430,1,13123,MANAGEMENT ACCOUNTING,LEC,3,"Lansford, Benjamin N.",65,56,56,0,0,0,0,0,,,,56,9,,,,Y
spring 2023,School of Business,Business,BUSI,430,1,24280,MANAGEMENT ACCOUNTING,LEC,3,"Lansford, Benjamin N.",65,52,51,0,0,0,0,1,,,,52,13,,,,Y
spring 2024,School of Business,Business,BUSI,430,1,24280,MANAGEMENT ACCOUNTING,LEC,3,"Lansford, Benjamin N.",65,59,59,0,0,0,0,0,,,,59,6,,,,Y
spring 2025,School of Business,Business,BUSI,430,1,24280,MANAGEMENT ACCOUNTING,LEC,3,"Lansford, Benjamin N.",65,61,61,0,0,0,0,0,,,,61,4,,,,Y
spring 2024,School of Business,Business,BUSI,431,1,25567,ADVANCED STRATEGIC MANAGEMENT,LEC,3,"Jue-Rajasingh, Diana",65,45,45,0,0,0,0,0,,,,45,20,,,,Y
spring 2025,School of Business,Business,BUSI,431,1,25567,ADVANCED STRATEGIC MANAGEMENT,LEC,3,"Jue-Rajasingh, Diana",65,33,33,0,0,0,0,0,,,,33,32,,,,Y
spring 2022,School of Business,Business,BUSI,432,1,25652,BUSINESS AND SOCIETY,LEC,3,"Windsor, Duane",36,14,14,0,0,0,0,0,,,,14,22,,,,Y
spring 2023,School of Business,Business,BUSI,432,1,23359,BUSINESS AND SOCIETY,LEC,3,"Windsor, Duane",65,16,15,0,0,0,0,1,,,,16,49,,,,Y
spring 2024,School of Business,Business,BUSI,432,1,23359,BUSINESS AND SOCIETY,LEC,3,"Windsor, Duane",65,37,37,0,0,0,0,0,,,,37,28,,,,Y
spring 2025,School of Business,Business,BUSI,432,1,23359,BUSINESS AND SOCIETY,LEC,3,"Windsor, Duane",65,42,42,0,0,0,0,0,,,,42,23,,,,Y
fall 2021,School of Business,Business,BUSI,440,1,11635,AUDITING,LEC,3,"Drakey, Kelly M.",25,8,8,0,0,0,0,0,,,,8,17,,,,Y
fall 2023,School of Business,Business,BUSI,440,1,15536,AUDITING,LEC,3,"Drakey, Kelly M.",65,8,7,0,0,0,1,0,,,,8,57,,,,Y
fall 2024,School of Business,Business,BUSI,440,1,15536,AUDITING,LEC,3,"Drakey, Kelly M.",65,16,15,0,1,0,0,0,,,,16,49,,,,Y
fall 2025,School of Business,Business,BUSI,440,1,13124,AUDITING,LEC,3,"Drakey, Kelly M.",65,12,11,0,1,0,0,0,,,,12,53,,,,Y
spring 2023,School of Business,Business,BUSI,447,1,24393,ADVANCED CORPORATE FINANCE,LL,4,"Grullon, Gustavo",20,15,15,0,0,0,0,0,BC,40,26,26,14,BUSI 447 002,24394,Business,Y
spring 2023,School of Business,Business,BUSI,447,2,24394,ADVANCED CORPORATE FINANCE,LL,4,"Grullon, Gustavo",20,11,11,0,0,0,0,0,BC,40,26,26,14,BUSI 447 001,24393,Business,Y
spring 2024,School of Business,Business,BUSI,447,1,25568,ADVANCED CORPORATE FINANCE,LEC,3,"Grullon, Gustavo",65,65,65,0,0,0,0,0,,,,65,0,,,,Y
spring 2025,School of Business,Business,BUSI,447,1,25568,ADVANCED CORPORATE FINANCE,LEC,3,"Barry, John",65,64,64,0,0,0,0,0,,,,64,1,,,,Y
spring 2025,School of Business,Business,BUSI,447,2,26820,ADVANCED CORPORATE FINANCE,LEC,3,"Barry, John",65,55,55,0,0,0,0,0,,,,55,10,,,,Y
spring 2023,School of Business,Business,BUSI,448,1,24277,INVESTMENTS,LEC,3,"Crotty, Kevin P.",65,28,28,0,0,0,0,0,,,,28,37,,,,Y
spring 2024,School of Business,Business,BUSI,448,1,24277,INVESTMENTS,LEC,3,"Crotty, Kevin P.",65,64,64,0,0,0,0,0,,,,64,1,,,,Y
spring 2025,School of Business,Business,BUSI,448,1,24277,INVESTMENTS,LEC,3,"Crotty, Kevin P.",65,65,65,0,0,0,0,0,,,,65,0,,,,Y
spring 2025,School of Business,Business,BUSI,448,2,26821,INVESTMENTS,LEC,3,"Crotty, Kevin P.",65,46,46,0,0,0,0,0,,,,46,19,,,,Y
spring 2024,School of Business,Business,BUSI,449,1,25861,DATA-DRIVEN INVESTMENTS LAB,LL,3,"Back, Kerry E.; Crotty, Kevin P.",20,2,2,0,0,0,0,0,,,,2,18,,,,Y
fall 2021,School of Business,Business,BUSI,450,1,14371,DERIVATIVES,LEC,3,"Xing, Yuhang",8,5,5,0,0,0,0,0,,,,5,3,,,,Y
fall 2022,School of Business,Business,BUSI,450,1,13453,DERIVATIVES,LEC,3,"Xing, Yuhang",45,19,19,0,0,0,0,0,,,,19,26,,,,Y
fall 2023,School of Business,Business,BUSI,450,1,13453,DERIVATIVES,LEC,3,"Xing, Yuhang",65,55,54,0,0,0,1,0,,,,55,10,,,,Y
fall 2024,School of Business,Business,BUSI,450,1,13453,DERIVATIVES,LEC,3,"Xing, Yuhang",65,62,62,0,0,0,0,0,,,,62,3,,,,Y
fall 2024,School of Business,Business,BUSI,450,2,17037,DERIVATIVES,LEC,3,"Xing, Yuhang",65,55,55,0,0,0,0,0,,,,55,10,,,,Y
fall 2025,School of Business,Business,BUSI,450,1,12407,DERIVATIVES,LEC,3,"Xing, Yuhang",65,62,61,0,0,0,1,0,,,,62,3,,,,Y
fall 2025,School of Business,Business,BUSI,450,2,13936,DERIVATIVES,LEC,3,"Xing, Yuhang",65,51,51,0,0,0,0,0,,,,51,14,,,,Y
fall 2021,School of Business,Business,BUSI,461,1,12273,FINANCING THE STARTUP VENTURE,LEC,3,"Judah, Kyle B.",50,43,40,0,0,0,1,2,,,,43,7,,,,N
fall 2022,School of Business,Business,BUSI,461,1,11945,FINANCING THE STARTUP VENTURE,LEC,3,"Franklin, Robert M.; Ioffe, Yelena",45,25,25,0,0,0,0,0,,,,25,20,,,,Y
fall 2023,School of Business,Business,BUSI,461,1,11945,FINANCING THE STARTUP VENTURE,LEC,3,"Nicholson, Andrew J.",45,40,40,0,0,0,0,0,,,,40,5,,,,Y
fall 2024,School of Business,Business,BUSI,461,1,11945,FINANCING THE STARTUP VENTURE,LEC,3,"Ellis, Zachary; Lewis, Samantha J.",45,30,28,0,0,0,2,0,,,,30,15,,,,Y
fall 2025,School of Business,Business,BUSI,461,1,11547,FINANCING THE STARTUP VENTURE,LEC,3,"Ellis, Zachary; Randolph, Sophia F.",45,29,28,0,0,0,1,0,,,,29,16,,,,Y
spring 2022,School of Business,Business,BUSI,463,1,22280,ENTREPRENEURIAL STRATEGY,SEM,3,"Hochberg, Yael V.; Ioffe, Yelena",65,49,49,0,0,0,0,0,,,,49,16,,,,Y
spring 2023,School of Business,Business,BUSI,463,1,21705,ENTREPRENEURIAL STRATEGY,SEM,3,"Panahi, Hesam M.; Ioffe, Yelena; Judah, Kyle B.",45,34,34,0,0,0,0,0,,,,34,11,,,,Y
spring 2024,School of Business,Business,BUSI,463,1,21705,ENTREPRENEURIAL STRATEGY,SEM,3,"Tonar, Remington J.",45,44,44,0,0,0,0,0,,,,44,1,,,,Y
spring 2025,School of Business,Business,BUSI,463,1,21705,ENTREPRENEURIAL STRATEGY,SEM,3,"Tonar, Remington J.",45,42,42,0,0,0,0,0,,,,42,3,,,,Y
fall 2021,School of Business,Business,BUSI,464,1,14654,SOCIAL ENTREPRENEURSHIP,SEM,3,"Schuler, Douglas A.",65,13,13,0,0,0,0,0,B9,65,16,16,49,"GLHT 464 001, SOSC 464 001","14733, 14734",Business,Y
spring 2023,School of Business,Business,BUSI,464,1,24278,SOCIAL ENTREPRENEURSHIP,SEM,3,"Schuler, Douglas A.",45,5,5,0,0,0,0,0,D1,45,6,6,39,"GLHT 464 001, SOSC 464 001","24293, 24294",Business,Y
spring 2022,School of Business,Business,BUSI,465,1,23039,STUDENT VENTURE FUND,LL,3,"Cohen, James H.; Poag, Daniel M.",20,13,13,0,0,0,0,0,4A,45,36,36,9,MGMT 740 001,23076,Business,Y
spring 2023,School of Business,Business,BUSI,465,1,22041,STUDENT VENTURE FUND,LL,3,"Cohen, James H.; Poag, Daniel M.",35,14,14,0,0,0,0,0,4A,45,39,39,6,MGMT 740 001,22048,Business,Y
spring 2024,School of Business,Business,BUSI,465,1,22041,STUDENT VENTURE FUND,LL,3,"Cohen, James H.; Poag, Daniel M.",25,13,13,0,0,0,0,0,4A,45,25,25,20,MGMT 740 001,22048,Business,Y
spring 2025,School of Business,Business,BUSI,465,1,22041,STUDENT VENTURE FUND,LL,3,"Cohen, James H.; Poag, Daniel M.",25,10,10,0,0,0,0,0,4A,45,18,18,27,MGMT 740 001,22048,Business,Y
spring 2025,School of Business,Business,BUSI,475,1,26869,REAL ESTATE FINANCE,LEC,3,"Johnson, Stephanie G.",45,15,15,0,0,0,0,0,,,,15,30,,,,Y
spring 2023,School of Business,Business,BUSI,480,1,24292,MARKETING ANALYTICS,LEC,3,"Lee, Jung Youn",20,8,7,0,0,0,1,0,,,,8,12,,,,Y
spring 2024,School of Business,Business,BUSI,480,1,24292,MARKETING ANALYTICS,LEC,3,"Lee, Jung Youn",65,23,23,0,0,0,0,0,,,,23,42,,,,Y
spring 2025,School of Business,Business,BUSI,480,1,24292,MARKETING ANALYTICS,LEC,3,"Lee, Jung Youn",65,23,22,0,0,0,1,0,,,,23,42,,,,Y
